"","log2FoldChange","t","pvalue","padj"
"MCBB_Temporal cortex_F",0.347314595134678,2.02803236901291,0.0455919862764883,0.203037488414319
"MCBB_Temporal cortex_M",0.42043806406206,1.9335853173395,0.0569136185818741,0.999956554806702
"MCBB_Cerebellum_F",-0.129479624553856,-0.691283268108003,0.49121442150068,0.693930861792003
"MCBB_Cerebellum_M",-0.118306083423144,-0.544655706275331,0.58756666875027,0.91954815614813
"ROSMAP_Dorsolateral prefrontal cortex_F",-0.0750471851758538,-0.610813622172845,0.5421964994466,0.720233126910705
"ROSMAP_Dorsolateral prefrontal cortex_M",0.00405869049653695,0.0242454321689572,0.980712040067893,0.992035788455276
"MSBB_BM10_F",0.109156427956965,0.854905273687608,0.394710163149705,0.999258063668231
"MSBB_BM10_M",-0.128794837656932,-0.779553417979698,0.438970394441165,0.999879428127496
"MSBB_BM22_F",-0.0590121541387996,-0.448618056054666,0.654708805208483,0.75561791015131
"MSBB_BM22_M",0.12585198532907,0.898114256011351,0.372706330260501,0.622937466137583
"MSBB_BM36_F",-0.0280844296580991,-0.175804064731066,0.860788593048879,0.929852628195322
"MSBB_BM36_M",0.00791079602824141,0.0351416233713829,0.972076752979427,0.999848693168489
"MSBB_BM44_F",0.0610410416165355,0.472362945597651,0.637961400730293,0.883500781838529
"MSBB_BM44_M",0.0415559627694941,0.276256927539755,0.783450048962934,0.913179080106838
