"","log2FoldChange","t","pvalue","padj"
"MCBB_Temporal cortex_F",0.127148732198376,2.35558282873772,0.0207241011834567,0.132993900542231
"MCBB_Temporal cortex_M",-0.0140111008537787,-0.15338386996859,0.878504875003849,0.999956554806702
"MCBB_Cerebellum_F",-0.00258245276190117,-0.0256394966291378,0.979603166116192,0.990272281726568
"MCBB_Cerebellum_M",0.0904733688293691,0.989575886188193,0.325485608145734,0.861983007016567
"ROSMAP_Dorsolateral prefrontal cortex_F",0.025786668106206,0.385941476448394,0.70005672233918,0.831137402450929
"ROSMAP_Dorsolateral prefrontal cortex_M",0.0940388958514102,1.11671287490852,0.267173860585073,0.517610114183344
"MSBB_BM10_F",-0.0233362221386511,-0.163120830652184,0.870762656510526,0.999258063668231
"MSBB_BM10_M",-0.263734917153883,-1.15466976907326,0.253180558307583,0.999879428127496
"MSBB_BM22_F",-0.041446419793266,-0.3098404802858,0.757347609110868,0.834516427215772
"MSBB_BM22_M",0.222907147443537,1.46578404590553,0.147916397323453,0.394477027199369
"MSBB_BM36_F",-0.0716060185851228,-0.318373236529295,0.750838166068095,0.871088388435278
"MSBB_BM36_M",0.0532978326824689,0.186889143926067,0.852341791496187,0.999848693168489
"MSBB_BM44_F",0.195200747808324,2.50305644400799,0.0143612395978745,0.297749079796175
"MSBB_BM44_M",0.14093588176738,1.38320388747943,0.172535768806364,0.567405565009656
