"","log2FoldChange","t","pvalue","padj"
"MCBB_Temporal cortex",0.0212327599468063,0.289257503833215,0.772757445895273,0.916549452066716
"MCBB_Cerebellum",0.0519570048892204,0.961808727193261,0.337589603573867,0.577183364171946
"ROSMAP_Dorsolateral prefrontal cortex",0.00227583786290531,0.0416320279448852,0.966826289215565,0.988360782219671
"MSBB_BM10",-0.0977083173394346,-0.978689829610513,0.329332533555208,0.902211044833852
"MSBB_BM22",-0.461146674680968,-3.42713167353089,0.000784175758991392,0.00757907802532567
"MSBB_BM36",-0.177582655215251,-1.34624693655296,0.180086522945279,0.470292101130849
"MSBB_BM44",-0.148419222292548,-1.13996162815438,0.25643684861628,0.579489650348619
