"gene_id","log2FoldChange","AveExpr","t","pvalue","padj","B","gene_symbol"
"ENSG00000204310",-1.12177946207369,3.79394328913868,-2.16894615901862,0.0315315533033934,0.797865930926181,-4.46827846926905,"AGPAT1"
"ENSG00000064687",-1.04827285370463,3.88878921821988,-1.61536473941901,0.108159917858328,0.797865930926181,-4.5381031418164,"ABCA7"
"ENSG00000110090",-0.686074390766944,5.6579941960575,-1.54052421315824,0.125365922039113,0.797865930926181,-4.52321210917993,"CPT1A"
"ENSG00000185000",-0.646310351408807,3.95835285517222,-1.3507689391544,0.17863605378663,0.797865930926181,-4.56337924472983,"DGAT1"
"ENSG00000177666",-0.773491208572952,3.77632202627949,-1.32571010553206,0.186785140921319,0.797865930926181,-4.56794293332426,"PNPLA2"
"ENSG00000169710",-0.517649515937764,7.82201584870609,-0.907979739668657,0.365225377359846,0.838966738780485,-4.60926613230752,"FASN"
"ENSG00000198911",-0.34549221353953,7.79966938101782,-0.856130168398096,0.393178834373842,0.848416165848854,-4.61459297164912,"SREBF2"
"ENSG00000165029",0.286330415073796,6.84386161989597,0.700261937261478,0.484759049176004,0.878561661684339,-4.62915794096564,"ABCA1"
"ENSG00000075239",0.192258377991568,5.78061949205753,0.659020635530183,0.510809649211194,0.886795014313783,-4.63250597331817,"ACAT1"
"ENSG00000072310",-0.374507853352514,6.11683003332406,-0.600622554985051,0.548923139260492,0.896813331530991,-4.6365242404545,"SREBF1"
"ENSG00000278540",-0.11324480879497,7.70321015260076,-0.564173082710569,0.573409490325723,0.903728576942189,-4.63892617899889,"ACACA"
"ENSG00000112972",0.183272858017808,6.52641794822453,0.357674788270098,0.721048034532042,0.951167719863827,-4.65101229535941,"HMGCS1"
"ENSG00000147872",-0.134726285288604,3.80741070691091,-0.273486651295022,0.784824342743337,0.966257732757698,-4.63782191760027,"PLIN2"
"ENSG00000119927",0.0376027152261358,6.53934871231639,0.1009377612112,0.91972354702061,0.988211394183088,-4.65814066623002,"GPAM"
"ENSG00000134324",-0.0012191401781303,7.06872878555707,-0.00834614222269277,0.993350994861946,0.999727521836704,-4.65843590779611,"LPIN1"
