"gene_id","log2FoldChange","AveExpr","t","pvalue","padj","B","gene_symbol"
"ENSG00000147872",0.223935272484665,3.49327398881738,2.04125645302395,0.0423120953504286,0.407025642456527,-3.86718398331153,"PLIN2"
"ENSG00000204310",0.0899014123344299,4.08420400705603,1.74056456654316,0.0830331095028099,0.476322076851409,-4.39705553762714,"AGPAT1"
"ENSG00000169710",-0.133770872852796,7.5323426040761,-1.7000211259571,0.0904138884347401,0.486857612114538,-4.45375022117711,"FASN"
"ENSG00000110090",-0.127718004367964,6.16312456918088,-1.64972375156889,0.100298955434562,0.496798375424608,-4.56756526700962,"CPT1A"
"ENSG00000072310",-0.118053706250129,6.30492766488094,-1.47619667059998,0.141193266755509,0.546621798858153,-4.80952015138081,"SREBF1"
"ENSG00000185000",0.0581846397409658,5.09026582386308,1.45920306106499,0.145808159820485,0.552169727468967,-4.84374665493407,"DGAT1"
"ENSG00000177666",0.0552053515696729,5.2739602521068,0.999084064413145,0.318753561776064,0.707628787402849,-5.36032859494405,"PNPLA2"
"ENSG00000278540",0.0457645797985498,6.00908014452064,0.900858918841885,0.368560459403388,0.743691404771895,-5.43867087519027,"ACACA"
"ENSG00000119927",-0.0706098632299375,4.66673807904348,-0.724428160667962,0.469503865248002,0.792842313922874,-5.56319306110981,"GPAM"
"ENSG00000134324",-0.0311881675824583,6.47540531541857,-0.661200167416418,0.509113999621047,0.815195914520422,-5.59509924873852,"LPIN1"
"ENSG00000112972",-0.0595648396778206,4.80609645252414,-0.502724515077728,0.615615919261443,0.864081272918384,-5.68639095991222,"HMGCS1"
"ENSG00000075239",-0.0172032021564066,5.11122649298792,-0.485217107125233,0.627962036007733,0.870400803930059,-5.70702122043247,"ACAT1"
"ENSG00000198911",-0.0178082840152802,7.78907690773047,-0.37534147317166,0.70773583958359,0.906436189651086,-5.67511337895099,"SREBF2"
"ENSG00000165029",0.0302404060922337,3.52121113352684,0.332354719325526,0.739909603288411,0.91822710517754,-5.66616054368929,"ABCA1"
"ENSG00000064687",-0.000103277460372198,5.33020010767302,-0.00150592376609064,0.998799689828504,0.999550655326084,-5.81733787256056,"ABCA7"
