"","log2FoldChange","t","pvalue","padj"
"MCBB_Temporal cortex_F",-0.0658272401171969,-0.381246210963631,0.703953491243808,0.923373728521004
"MCBB_Temporal cortex_M",0.0264451266321757,0.127715385060921,0.898718396911306,0.998019628792882
"MCBB_Cerebellum_F",-0.0333746354144786,-0.258406667835739,0.796705878994673,0.965438906709103
"MCBB_Cerebellum_M",-0.445260529068673,-1.7354461347117,0.0867212652420118,0.558566630170634
"ROSMAP_Dorsolateral prefrontal cortex_F",-0.19685580677598,-0.872088075941034,0.384485662249602,0.858776015166066
"ROSMAP_Dorsolateral prefrontal cortex_M",-0.252542971625197,-0.652975363966465,0.515503645022114,0.996134715951995
"MSBB_BM10_F",0.274408509401074,0.865548548027939,0.38889585992687,0.999957328615313
"MSBB_BM10_M",0.037526171561387,0.0750841547016869,0.940423230290583,0.999992169925084
"MSBB_BM22_F",-0.266277458903686,-0.98275852442678,0.3281983725868,0.864023074933285
"MSBB_BM22_M",0.145929759351639,0.429293520795069,0.669270851487054,0.970575410437852
"MSBB_BM36_F",-0.482281507177434,-0.804177522758331,0.423140373694659,0.885311738958687
"MSBB_BM36_M",-0.202974753694892,-0.387495950558632,0.699702129489956,0.999928594676089
"MSBB_BM44_F",0.0929186411478096,0.486145316085737,0.628218285255614,0.970267126982727
"MSBB_BM44_M",-0.119498500196965,-0.552620484479798,0.582947872638889,0.993240590478345
