"","log2FoldChange","t","pvalue","padj"
"MCBB_Temporal cortex_F",-0.092843678076763,-1.40395874844279,0.163904077787221,0.422868793565709
"MCBB_Temporal cortex_M",0.0422876498182481,0.696779871758456,0.48810948546874,0.999673220293587
"MCBB_Cerebellum_F",-0.234744764055305,-3.2860286248982,0.00146800885918894,0.116331087015259
"MCBB_Cerebellum_M",-0.125543081112351,-1.54958290151553,0.125402530515841,0.873934480098454
"ROSMAP_Dorsolateral prefrontal cortex_F",0.125025838546332,1.92169443257719,0.0564469156829145,0.272877496734521
"ROSMAP_Dorsolateral prefrontal cortex_M",-0.12235617174423,-1.35038015902871,0.180415998605579,0.457075840741479
"MSBB_BM10_F",-0.184203659437523,-1.25852965925117,0.211252594357258,0.939606477447332
"MSBB_BM10_M",-0.275295481299666,-1.1409961380127,0.258870366376921,0.99982029157794
"MSBB_BM22_F",-0.478615078050948,-2.5521434752887,0.0122850302793354,0.0466855074724345
"MSBB_BM22_M",-0.206008810738723,-0.964089513775532,0.338930036966558,0.62902102624013
"MSBB_BM36_F",-0.422661126366007,-2.02390621323883,0.0455602063382043,0.232218474842824
"MSBB_BM36_M",0.292985409267452,1.22617144851597,0.224721986157612,0.988313657554056
"MSBB_BM44_F",0.0404320657949375,0.321051044301338,0.749024757178792,0.937609921806509
"MSBB_BM44_M",-0.0612885680836444,-0.324980347484106,0.746531105243547,0.915736109112124
