"","log2FoldChange","t","pvalue","padj"
"MCBB_Temporal cortex_F",0.26186103319762,0.953682218795544,0.342896639220059,0.999933102036725
"MCBB_Temporal cortex_M",0.236998674136789,0.551525157514581,0.582924562837684,0.999687690987713
"MCBB_Cerebellum_F",0.259483062385045,0.750120627028141,0.455214061069201,0.999953650158269
"MCBB_Cerebellum_M",0.307025516946317,0.506247366077514,0.614150715087432,0.904275293373309
"ROSMAP_Dorsolateral prefrontal cortex_F",-0.0533289305022766,-0.152824891930526,0.878731660359872,0.999334838985318
"ROSMAP_Dorsolateral prefrontal cortex_M",-0.0785611169060871,-0.176550021785515,0.860274487893456,0.999954397139434
"MSBB_BM10_F",-0.672449512243825,-1.30033569212481,0.196599309963989,0.999774791899059
"MSBB_BM10_M",-0.545189897395794,-0.79044523703003,0.432700702557787,0.999885596287748
"MSBB_BM22_F",-0.448830525499982,-0.995522070206303,0.32198688313539,0.78860511459042
"MSBB_BM22_M",-0.0672523648618144,-0.0981065015625107,0.92217975761771,0.999735592435082
"MSBB_BM36_F",-1.20768879810737,-1.24956164451921,0.214282131992094,0.869326766781703
"MSBB_BM36_M",-1.38745096500332,-1.51249366478016,0.135435533239535,0.999862642023317
"MSBB_BM44_F",-0.624146438133957,-1.74405958008793,0.0850625009337124,0.999016367348888
"MSBB_BM44_M",-0.724615712030561,-1.18988204395498,0.239626378816973,0.999928424555073
