"","log2FoldChange","t","pvalue","padj"
"MCBB_Temporal cortex_F",0.472587524165272,3.80017575377538,0.000266394050182959,0.00219085226330746
"MCBB_Temporal cortex_M",0.287907356261564,2.12882515326564,0.0365307275643667,0.191769226028193
"MCBB_Cerebellum_F",-0.0818312177944733,-0.621362512720147,0.535972407497526,0.633964839954502
"MCBB_Cerebellum_M",-0.335635956807558,-2.3983967512114,0.0188911530767471,0.0572189025407157
"ROSMAP_Dorsolateral prefrontal cortex_F",0.188915496077501,2.16115127061129,0.0321823059970268,0.0888613575608567
"ROSMAP_Dorsolateral prefrontal cortex_M",-0.0739846938110285,-0.687459672544237,0.493611878055792,0.85678665169677
"MSBB_BM10_F",0.100756040712327,0.7251423146791,0.470109883966444,0.912432853372123
"MSBB_BM10_M",0.177007907239862,1.25846711062751,0.213491464997117,0.410845025023005
"MSBB_BM22_F",-0.0602493338880681,-0.559781542714056,0.576919320308056,0.778320150678314
"MSBB_BM22_M",0.226113650420515,1.86081947461814,0.067646736689055,0.190765536702187
"MSBB_BM36_F",0.134006792479937,0.961895667563404,0.338324097442172,0.583312331317333
"MSBB_BM36_M",0.619536109677524,4.83371666782015,8.75486689417962e-06,0.000226708509727797
"MSBB_BM44_F",0.0674255794600969,0.753112566735729,0.453604610097393,0.612622401020273
"MSBB_BM44_M",0.0271182000879735,0.2784707818347,0.781755759408292,0.84375073613993
