"gene_id","log2FoldChange","AveExpr","t","pvalue","padj","B","gene_symbol"
"ENSG00000112972",-0.587986227316949,4.84560288658589,-1.47299714277741,0.14437519635732,0.999953650158269,-4.49095568887462,"HMGCS1"
"ENSG00000110090",0.337076717101517,4.74021007220987,1.07850544960754,0.283801453027006,0.999953650158269,-4.5914681524624,"CPT1A"
"ENSG00000185000",0.18085465700778,5.77959958275113,0.814883220089845,0.417373266201004,0.999953650158269,-4.6512590827624,"DGAT1"
"ENSG00000072310",-0.314915301650197,5.57088397476664,-0.788330910207364,0.432654637194897,0.999953650158269,-4.65166946844508,"SREBF1"
"ENSG00000177666",0.184179624328176,6.08186362278528,0.758030447158126,0.450489518016822,0.999953650158269,-4.66180520176662,"PNPLA2"
"ENSG00000064687",0.259483062385045,5.32385322661669,0.750120627028141,0.455214061069201,0.999953650158269,-4.66262811570641,"ABCA7"
"ENSG00000198911",-0.0763319371435962,8.11304473383566,-0.577233626533058,0.565278452339804,0.999953650158269,-4.6791071866722,"SREBF2"
"ENSG00000119927",0.117283664822782,4.70858609209228,0.543473326077235,0.588199460419943,0.999953650158269,-4.68381139589593,"GPAM"
"ENSG00000165029",0.154196157573171,4.38744756983522,0.401551457664751,0.689002811848981,0.999953650158269,-4.69346166336736,"ABCA1"
"ENSG00000169710",0.103964162052863,8.61696566719815,0.398270847321367,0.69141019386932,0.999953650158269,-4.69192655348688,"FASN"
"ENSG00000134324",-0.0482765357537778,6.90743394918998,-0.343288336614844,0.732213069800205,0.999953650158269,-4.71257170851536,"LPIN1"
"ENSG00000204310",0.0503917254033803,4.43697957292765,0.298383255251759,0.766125029060277,0.999953650158269,-4.69717166944065,"AGPAT1"
"ENSG00000075239",-0.0196591886713247,5.22722277143089,-0.130545311648608,0.896437609403793,0.999953650158269,-4.72108090199036,"ACAT1"
"ENSG00000147872",0.035112664388691,3.14663411072636,0.0977225248971397,0.922378325116364,0.999953650158269,-4.67661225143434,"PLIN2"
"ENSG00000278540",0.0149334136059958,6.30283026156216,0.0840177801238349,0.933236102480775,0.999953650158269,-4.72875068818841,"ACACA"
