"gene_id","log2FoldChange","AveExpr","t","pvalue","padj","B","gene_symbol"
"ENSG00000119927",0.249907774457646,6.10760961916078,3.27733038739451,0.0013162259477142,0.0365594405459645,-1.47543995093391,"GPAM"
"ENSG00000110090",0.260124258172197,5.49617926429252,2.6936156587234,0.00791605598761842,0.0930269723217739,-3.08997517820974,"CPT1A"
"ENSG00000064687",0.23618464054075,4.0527451943164,2.26378900930019,0.0250960797281076,0.16787722820876,-4.05861704938362,"ABCA7"
"ENSG00000169710",0.185842432977832,7.99331706620622,1.56661604529527,0.119420643125649,0.366365677313782,-5.3597072726193,"FASN"
"ENSG00000185000",0.106848413643532,4.05581633847544,1.46124371179629,0.146148343386866,0.408221217935415,-5.48148882894335,"DGAT1"
"ENSG00000134324",0.0439784207113121,6.84637399018259,1.19783041356697,0.232969994610404,0.513651830861487,-5.88259105388779,"LPIN1"
"ENSG00000198911",0.0854925102333599,7.87811265290911,0.99825384846574,0.31984700561503,0.596364906927432,-6.07919438449679,"SREBF2"
"ENSG00000112972",0.101833326213664,6.6735943435936,0.97716022623674,0.330144450578241,0.606211341113371,-6.1201692163546,"HMGCS1"
"ENSG00000147872",0.0922318669305171,3.51624637805277,0.745328649753983,0.45729964988701,0.709165090631881,-6.15615788035073,"PLIN2"
"ENSG00000177666",0.0732017068780868,3.75259520591313,0.743994004153343,0.458104144111969,0.709725288257328,-6.22841917074303,"PNPLA2"
"ENSG00000204310",0.0696028796567534,3.90065592218281,0.602946839536649,0.547501675984647,0.770346010533201,-6.31774707347479,"AGPAT1"
"ENSG00000165029",-0.0523382574009874,6.17306193963507,-0.602832072262584,0.547577816668487,0.770346010533201,-6.41213504887012,"ABCA1"
"ENSG00000072310",0.0243251245174179,6.03789890319518,0.188011707960697,0.851134720721817,0.936939754556324,-6.57364022108002,"SREBF1"
"ENSG00000278540",-0.00605369672843814,7.75050502304967,-0.136468273088493,0.891643557042514,0.955283853143531,-6.56705620164993,"ACACA"
"ENSG00000075239",-0.0020803381630472,5.79626411589327,-0.0352798936474115,0.971905887422625,0.988471295836244,-6.57828818074198,"ACAT1"
