"gene_id","log2FoldChange","AveExpr","t","pvalue","padj","B","gene_symbol"
"ENSG00000112972",-0.627361152257607,4.90983448305856,-3.8958510405721,0.000204863176436298,0.0289301484667636,-0.499658765283779,"HMGCS1"
"ENSG00000198911",-0.190391091104406,8.09895463255211,-3.55715142711272,0.000640082476184558,0.0289301484667636,-1.49365747926612,"SREBF2"
"ENSG00000177666",0.358888116298039,5.96968176807957,3.48762349132115,0.000802496777993674,0.0294744642349295,-1.81187279160487,"PNPLA2"
"ENSG00000185000",0.251799551256821,5.69033111133545,2.72081389539718,0.00802072043117848,0.0538639501276222,-3.95546985353976,"DGAT1"
"ENSG00000278540",-0.238410023334336,6.16946820449457,-2.70233483949065,0.00843926880821781,0.0549910361858554,-3.99086632799014,"ACACA"
"ENSG00000075239",-0.137013264310946,5.2724482163358,-2.45748908492189,0.0162012201470398,0.0752779051682003,-4.58391916902225,"ACAT1"
"ENSG00000119927",-0.162942596147088,4.79787738156757,-1.92225089875594,0.0582111601495973,0.158499378487121,-5.68095943673666,"GPAM"
"ENSG00000147872",0.173631308456455,2.98054972465181,1.22134532648995,0.22561955714686,0.384210036001483,-6.51341907495177,"PLIN2"
"ENSG00000064687",0.143485933357233,5.24087696524438,1.09676782833225,0.276104168041481,0.439101394894334,-6.92013461764506,"ABCA7"
"ENSG00000165029",-0.170961526369195,4.37365445312076,-0.976104880128654,0.332018240905409,0.496327508375115,-6.98415607770411,"ABCA1"
"ENSG00000072310",0.142620790873939,5.81306414426734,0.967168627237524,0.336437289618513,0.50074960284872,-7.05669455186087,"SREBF1"
"ENSG00000169710",-0.0639727143928539,8.58925623590786,-0.528855901203456,0.598401246134606,0.730074741759603,-7.23986764272079,"FASN"
"ENSG00000134324",0.015630787236022,6.77865212304289,0.248889715939015,0.804097698323499,0.878505645679263,-7.45483455438362,"LPIN1"
"ENSG00000110090",0.037477936889684,4.71019163781749,0.248126472392905,0.804686054971486,0.878869339417525,-7.4623567482255,"CPT1A"
"ENSG00000204310",0.013098705852939,4.56291639205704,0.241274812267534,0.809972761471647,0.882741492524991,-7.44659967162324,"AGPAT1"
