"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000171903",187.570624388144,-1.43662681856998,0.297478916919904,-4.82933995270929,1.36986366742774e-06,0.0233506960749733
"ENSG00000274414",41.6528406615587,1.39099741560947,0.317812004233997,4.37679318930102,1.20438150364753e-05,0.102649435555879
"ENSG00000081853",67.1571878197558,-0.860940646112682,0.211018304003117,-4.07993349287826,4.50485876428682e-05,0.135379153913172
"ENSG00000198156",55.4958344082211,1.33020969737541,0.329250018414584,4.04012034313828,5.34237815674635e-05,0.135379153913172
"ENSG00000226499",48.0234567422896,1.43323765311989,0.356042040967081,4.0254730852203,5.68608841403864e-05,0.135379153913172
"ENSG00000167604",167.520304129634,0.583384638998985,0.146034082985487,3.9948526198296,6.47345090428992e-05,0.135379153913172
"ENSG00000213411",154.613672217005,1.19032051048024,0.299775115947314,3.97071153394012,7.16583000878722e-05,0.135379153913172
"ENSG00000075275",105.479309280713,1.61487891727591,0.40732190859787,3.96462572522757,7.35111947898199e-05,0.135379153913172
"ENSG00000142552",252.647833097155,0.593153315751969,0.150298343173841,3.94650601747422,7.92999297005522e-05,0.135379153913172
"ENSG00000117525",1920.92132153037,-1.13531582304604,0.287702591018833,-3.94614389472677,7.94198955257372e-05,0.135379153913172
"ENSG00000240230",569.528699020608,0.565603797450329,0.145936338905996,3.87568854810493,0.000106323611446151,0.160848008646353
"ENSG00000232748",36.7959032163756,1.07996530559276,0.2797597432664,3.86033134354276,0.000113233374619045,0.160848008646353
"ENSG00000143344",1163.6657626587,-0.485649603251915,0.130293331504842,-3.72735578745923,0.00019349921321828,0.206475596503907
"ENSG00000125319",68.2066583289793,0.875805195904999,0.235224494953944,3.72327378607606,0.000196656064623813,0.206475596503907
"ENSG00000169894",102.181156348523,1.22382614066561,0.330891048266012,3.69857736278723,0.000216811269506363,0.206475596503907
"ENSG00000176945",225.309629781077,1.06416710231454,0.289374980252826,3.67746755916764,0.000235561023148812,0.206475596503907
"ENSG00000140044",718.527537290833,0.450507705927591,0.122685771834928,3.67204525178145,0.000240617062127885,0.206475596503907
"ENSG00000105650",331.890547543905,0.661185676770544,0.180592413998284,3.66120404579578,0.000251032727427563,0.206475596503907
"ENSG00000232489",125.405236588783,1.10171338697235,0.301207628621499,3.65765432972076,0.000254534001991684,0.206475596503907
"ENSG00000133640",161.139823524758,1.2588641784782,0.345846939953598,3.63994597912909,0.000272695245400126,0.206475596503907
"ENSG00000101082",29.6017000707585,0.714370928802997,0.197049221027149,3.62534256709685,0.000288578657332048,0.206475596503907
"ENSG00000241563",37.131750411733,0.523050009126502,0.144348694289221,3.62351742564783,0.000290623614208361,0.206475596503907
"ENSG00000224389",200.553853900381,-1.31895946445457,0.364282684734295,-3.6207031509516,0.000293803454673153,0.206475596503907
"ENSG00000137285",5938.00945500634,-0.878175681080527,0.243937687164223,-3.60000002988192,0.000318217143745462,0.206475596503907
"ENSG00000137809",137.606988292351,0.522247699030763,0.145083933994908,3.59962460798099,0.000318676897069469,0.206475596503907
"ENSG00000105289",156.464329079419,1.02735227148869,0.286172706167007,3.58997294063796,0.000330712290614155,0.206475596503907
"ENSG00000277007",43.8135600591521,0.951690804551839,0.265348145422427,3.58657417046112,0.000335050795277339,0.206475596503907
"ENSG00000137033",193.215209609292,-0.906727943294955,0.253036142596709,-3.58339300461162,0.000339159726745828,0.206475596503907
"ENSG00000149090",624.850533972149,-0.57185669290933,0.162399472139011,-3.52129650039645,0.00042944214412155,0.247535886448311
"ENSG00000273218",249.595999636179,1.16001947522904,0.331095626916881,3.50357836505118,0.000459051564524155,0.247535886448311
"ENSG00000101624",216.560789242896,0.578176899139715,0.165152953069527,3.50085716539571,0.000463764333355271,0.247535886448311
"ENSG00000182986",395.34812092519,0.437988238719939,0.12536791620204,3.49362302563989,0.00047651337017024,0.247535886448311
"ENSG00000188542",145.960670472235,0.320965409441304,0.0921308897478541,3.48379799999468,0.000494352442104243,0.247535886448311
"ENSG00000169203",88.3601229861928,0.964184188235651,0.277403446799307,3.47574696479243,0.000509432698183756,0.247535886448311
"ENSG00000132517",45.2738595991382,0.885268138635219,0.255658893060892,3.46269252767346,0.000534799151006695,0.247535886448311
"ENSG00000204956",70.9111180366753,0.837008539261569,0.241953206788102,3.45938187954915,0.000541416690717169,0.247535886448311
"ENSG00000226479",122.453854950351,-0.480943377863239,0.139067454250313,-3.45834602679625,0.000543502839120452,0.247535886448311
"ENSG00000204091",103.145581992306,1.00091436454577,0.289763018631655,3.45425157866029,0.00055182234454041,0.247535886448311
"ENSG00000180801",56.5127317323247,0.68749519230596,0.199505899279456,3.44598929048688,0.000568972907532371,0.248684927738379
"ENSG00000224905",48.6215226531594,1.02180857713709,0.298185236634069,3.4267577720189,0.000610833692999346,0.260237393187077
"ENSG00000142794",122.370096290806,-0.712416056844046,0.208301545067092,-3.42011892717639,0.000625937646407964,0.260237393187077
"ENSG00000280152",135.928792465085,0.925630394750101,0.27150818196842,3.40921731359744,0.000651495594269131,0.264414140474086
"ENSG00000135919",3310.04269317659,-0.46229519652935,0.136900811998585,-3.37686234128492,0.000733177335044848,0.290645136120337
"ENSG00000152464",182.529081679095,0.392494347745793,0.117292126246577,3.34629749076824,0.000818984775542131,0.31146131869577
"ENSG00000109107",10318.3105407394,-0.463265028456897,0.13848648276161,-3.34520033449301,0.000822231569946595,0.31146131869577
"ENSG00000153832",123.88688287695,-0.372586287023042,0.111747904592188,-3.3341679952099,0.000855549681892951,0.312567451183801
