"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"ENSG00000112972",2399.77136662516,-0.361179673193878,0.177054968424418,-2.03992961286517,0.0413573368064613,0.552699712678432,"HMGCS1"
"ENSG00000278540",3551.00016600467,-0.090658760705225,0.0671707383099111,-1.34967640651716,0.177119803547404,0.626202713024862,"ACACA"
"ENSG00000185000",1091.66155904139,0.126177423799402,0.0969463217357656,1.30151842318791,0.193081062587067,0.637853629326364,"DGAT1"
"ENSG00000204310",1204.49177004819,0.0527251686227349,0.0451661002279163,1.1673615467502,0.243064393206487,0.672273619277649,"AGPAT1"
"ENSG00000072310",4532.87198018039,0.178243915394204,0.166917751667843,1.06785475848548,0.285586032892623,0.70037230135432,"SREBF1"
"ENSG00000075239",1785.69068749216,-0.0483932602773283,0.0457490149751434,-1.05779895596925,0.290147108898357,0.703112083080981,"ACAT1"
"ENSG00000064687",695.553357296401,0.146705023812582,0.140043351453823,1.04756864420625,0.294837390306125,0.70607671379026,"ABCA7"
"ENSG00000177666",1241.45516595028,0.0831670895396141,0.0873122890275324,0.952524443762879,0.340831075265188,0.73770342169011,"PNPLA2"
"ENSG00000165029",1192.68005247225,-0.158097947898816,0.183391233923523,-0.862080179714288,0.388643397416021,0.76049184825911,"ABCA1"
"ENSG00000147872",689.538656815754,-0.0803902080727315,0.219203764140427,-0.366737352289405,0.713814941834642,0.91493305221767,"PLIN2"
"ENSG00000119927",1797.67621142874,-0.0358870391758861,0.142878654763946,-0.251171451993134,0.80168155521228,0.942051903155524,"GPAM"
"ENSG00000169710",6365.63035188862,0.00928553058590922,0.0726167851699651,0.127870306626433,0.898251609985233,0.974091224797555,"FASN"
"ENSG00000198911",10051.9018963257,-0.00640863870308553,0.0662405088604315,-0.0967480294662065,0.922926496705005,0.98085709531366,"SREBF2"
"ENSG00000110090",1643.12022753038,0.00203308932339195,0.147850905710345,0.0137509426379503,0.989028680932021,0.99737324751553,"CPT1A"
"ENSG00000134324",2933.85083821762,0.000447204029834416,0.0656841028416133,0.00680840584688774,0.994567720059458,0.998220713189923,"LPIN1"
