"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"ENSG00000072310",996.671938285747,0.241248592073594,0.115537716499604,2.08805054645874,0.0367932753487804,0.139554313207719,"SREBF1"
"ENSG00000185000",235.500779899091,0.128476755917242,0.0699275035782158,1.83728503583053,0.0661678278129225,0.199326544121687,"DGAT1"
"ENSG00000169710",3863.03711795585,0.196120957860454,0.107214535547231,1.82923851564937,0.0673638848801882,0.201647378917052,"FASN"
"ENSG00000198911",3392.56011863791,0.12358734009116,0.0753296963670201,1.64061911903932,0.100876503700001,0.260183696858514,"SREBF2"
"ENSG00000204310",221.239477965492,0.133615178481896,0.100451064528013,1.33015194124333,0.183468214844315,0.375631681144761,"AGPAT1"
"ENSG00000177666",192.699858144176,0.118357608102657,0.0917924663152298,1.28940437983438,0.197257539554012,0.392545376195897,"PNPLA2"
"ENSG00000064687",251.395053405035,0.145561060043922,0.114126995528284,1.27543057950604,0.202156880851086,0.398194733289713,"ABCA7"
"ENSG00000110090",587.349822251013,0.0902527696616484,0.0721841517229717,1.25031281115584,0.211185300330088,0.408947081570368,"CPT1A"
"ENSG00000165029",993.911662234688,-0.0572228165107937,0.0825559204177721,-0.693140070648103,0.488221653023949,0.675732957075468,"ABCA1"
"ENSG00000134324",1550.09435916164,0.0197614167142952,0.0285346762431632,0.69254042155218,0.488598010520455,0.67600933882538,"LPIN1"
"ENSG00000119927",867.843671285683,0.0326412912582987,0.0580462549206312,0.562332424424803,0.573889550632955,0.742119289132118,"GPAM"
"ENSG00000278540",2970.93346398105,-0.0125585669923918,0.030013705324276,-0.41842774348271,0.675634405770517,0.812817547079263,"ACACA"
"ENSG00000147872",159.302486095568,-0.0168377734284972,0.1049407580962,-0.16045027436396,0.872526389353735,0.934629043877588,"PLIN2"
"ENSG00000112972",1552.10141961413,0.00882371673180279,0.0902473462596532,0.0977725894168215,0.92211287355099,0.962743632236854,"HMGCS1"
"ENSG00000075239",758.631608306772,0.00165378844265162,0.0574690291773628,0.028777038107737,0.977042414229962,0.990592679947565,"ACAT1"
