"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000069122",629.249196867867,-0.488368081048236,0.104106899579933,-4.69102511955288,2.71839590464596e-06,0.0519730113009261
"ENSG00000204316",32.7625871070407,0.679642168772961,0.153820756802451,4.41840349053679,9.94326622039663e-06,0.0652995700605409
"ENSG00000240490",116.750892347361,-3.32070806986698,0.752669090644354,-4.41190971057964,1.02462843339935e-05,0.0652995700605409
"ENSG00000241529",166.542335179192,-2.60960829508429,0.623817186449357,-4.18329015578692,2.87320298769693e-05,0.137331919804444
"ENSG00000100416",421.316441979833,0.327242937625361,0.0852926940333214,3.83670537475949,0.000124695920158531,0.281719535835581
"ENSG00000102125",221.097847135152,0.461611584203053,0.121621795274064,3.79546760646683,0.000147365436707603,0.281719535835581
"ENSG00000100068",54.5736464888542,0.609808468697686,0.161758121773904,3.76987851991779,0.000163327026437452,0.281719535835581
"ENSG00000100836",588.488502625919,0.278954167162605,0.0740437538351344,3.76742335057354,0.00016494115955731,0.281719535835581
"ENSG00000148399",264.880888361246,0.301972275313567,0.0802589495876311,3.7624748001948,0.000168240264756324,0.281719535835581
"ENSG00000083099",697.808422066693,-0.255629129393453,0.0685534850991372,-3.72890056608764,0.000192317014559182,0.281719535835581
"ENSG00000146054",43.7075082640777,0.557775599428675,0.150960181495625,3.69485246972123,0.000220014496723196,0.281719535835581
"ENSG00000163126",16.8253729632885,0.626513168106682,0.16979815458063,3.68975251618048,0.000224472318239566,0.281719535835581
"ENSG00000213339",337.838036704127,0.35153209573332,0.0954362857590287,3.68342180269797,0.000230123899946759,0.281719535835581
"ENSG00000143751",431.673141421308,-0.405252873044862,0.110043379286156,-3.68266474251981,0.000230808615224073,0.281719535835581
"ENSG00000244230",132.056626723695,-2.3892270686971,0.649549191176721,-3.67828503391527,0.000234807471725743,0.281719535835581
"ENSG00000112214",104.431697945751,-1.14928774860991,0.312566783459208,-3.67693500854641,0.000236053150432501,0.281719535835581
"ENSG00000230415",21.4820769070805,0.740538609223828,0.202625892715515,3.65470868159747,0.000257474166882905,0.281719535835581
"ENSG00000070388",33.6505171300387,0.50114872130687,0.13795940288594,3.63258111316416,0.00028060032951802,0.281719535835581
"ENSG00000115866",690.960125889585,-0.333405429377429,0.0923066944695408,-3.61193119625192,0.000303925212681958,0.281719535835581
"ENSG00000170049",95.9171748002492,0.597907817829099,0.165943801118674,3.60307413593297,0.000314475787777067,0.281719535835581
"ENSG00000011465",608.361920524932,-0.604759447214668,0.16904707466577,-3.57746177158263,0.000346946941328467,0.281719535835581
"ENSG00000183060",265.87671149583,0.397784545951257,0.111422704190123,3.57004928970766,0.000356914063551444,0.281719535835581
"ENSG00000148429",292.187902445482,-0.223140450302033,0.0627185936043627,-3.55780379435216,0.000373968476274598,0.281719535835581
"ENSG00000132016",45.4070487641093,0.420473375003582,0.118637943810683,3.54417281265894,0.00039384700328395,0.281719535835581
"ENSG00000003436",58.2058522017093,-0.656064817641407,0.186211680390054,-3.52322054270258,0.000426336436831713,0.281719535835581
"ENSG00000258289",795.6660461013,-0.332619160258404,0.0948553477278072,-3.50659365260958,0.000453881684724901,0.281719535835581
"ENSG00000169446",464.208952063081,-0.350136196446429,0.1004261377313,-3.48650465263587,0.000489376871149852,0.281719535835581
"ENSG00000272927",20.1627992358239,0.643150307033179,0.184596528761313,3.48408668000895,0.000493819530423421,0.281719535835581
"ENSG00000237082",18.8901095063854,1.09370342280321,0.314263752910469,3.48020862308864,0.00050102347690834,0.281719535835581
"ENSG00000175445",486.189160511232,-0.556527874595421,0.160029584018652,-3.47765619718511,0.000505818247312189,0.281719535835581
"ENSG00000172340",243.588637239743,-0.509943040661367,0.147008615231662,-3.46879698076048,0.000522794355544126,0.281719535835581
"ENSG00000111696",1683.19267493976,-0.378828456405673,0.109716887830047,-3.45278164463143,0.000554837929832502,0.281719535835581
"ENSG00000139636",310.641333214716,0.30243699743938,0.0876451583590603,3.45069828273196,0.000559138271162062,0.281719535835581
"ENSG00000175084",85.2056527767409,-2.08673866764903,0.606164282516995,-3.44252990127395,0.000576300150436487,0.281719535835581
"ENSG00000266420",67.4320249715015,-2.58992909693,0.75326634934742,-3.43826469770453,0.000585455105421274,0.281719535835581
"ENSG00000155957",131.908097265837,-0.406603083340003,0.118376715635962,-3.43482315044462,0.00059294064681064,0.281719535835581
"ENSG00000005961",54.6035631672479,0.587306343630954,0.171062698627384,3.43328117902694,0.000596323331224629,0.281719535835581
"ENSG00000143398",664.585691992922,-0.167734110561725,0.0489371357626805,-3.42754245722814,0.000609071053151276,0.281719535835581
"ENSG00000076248",327.428692817003,-0.477415776367171,0.139507003960908,-3.4221634958267,0.000621249444902695,0.281719535835581
"ENSG00000160961",376.05083181386,0.238338994202266,0.0698252552350139,3.4133637378063,0.00064166237527115,0.281719535835581
"ENSG00000264862",47.6597133026235,-2.01052633586702,0.59249003504261,-3.39335046491108,0.000690432427944471,0.281719535835581
"ENSG00000166140",193.2457215223,0.326076776350179,0.0961081593879615,3.3928105420675,0.000691794677435103,0.281719535835581
"ENSG00000116761",96.7988541847886,-0.329973959506258,0.0976050425230072,-3.38070606780871,0.000722998390434141,0.281719535835581
"ENSG00000116213",173.43494105053,0.263908193051501,0.0782048066508442,3.3745776551786,0.000739290545497567,0.281719535835581
"ENSG00000255571",446.633473106025,0.407196066438083,0.120666107722787,3.37456866822585,0.000739314685389664,0.281719535835581
"ENSG00000105939",349.775900961355,-0.515118316364272,0.153017656524987,-3.36639789199854,0.000761567708918625,0.281719535835581
