"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"ENSG00000064687",237.193898778548,0.478966738142366,0.200466074021915,2.3892658170679,0.0168820827895554,0.400262629576046,"ABCA7"
"ENSG00000147872",163.811515513752,-0.458841003493078,0.208027825105378,-2.20567130027269,0.0274070228034594,0.424963449766718,"PLIN2"
"ENSG00000204310",208.009875903391,-0.366260238184101,0.181616746155216,-2.01666556602155,0.0437304256734503,0.469661426283115,"AGPAT1"
"ENSG00000112972",1410.18338985577,-0.299841253418933,0.169231841515053,-1.77177799836364,0.076431416159776,0.534488751118785,"HMGCS1"
"ENSG00000165029",995.997894480642,-0.279106914269132,0.168639529440134,-1.65505036212884,0.0979142825325949,0.564372374959506,"ABCA1"
"ENSG00000110090",630.196878011291,-0.276825010237124,0.181389626983119,-1.52613473461129,0.126976313220579,0.603650263654849,"CPT1A"
"ENSG00000134324",1490.40931194041,-0.086846736544795,0.0589619123235402,-1.47292944075903,0.140770062583778,0.617431251786937,"LPIN1"
"ENSG00000185000",222.22551193962,0.143168478800813,0.126588663860109,1.13097393111776,0.258066063856029,0.718085442419358,"DGAT1"
"ENSG00000198911",3171.71806061814,-0.124504734531643,0.139756703819639,-0.890867708874422,0.373000145544305,0.792343895913933,"SREBF2"
"ENSG00000177666",185.729422698103,0.105072346095035,0.169313793315069,0.620577591688058,0.534877587200069,0.867810880519188,"PNPLA2"
"ENSG00000278540",2794.93802236353,0.0358202226586497,0.0653629332706158,0.548020427882982,0.583677876286545,0.887282902146277,"ACACA"
"ENSG00000119927",947.14370324907,-0.0879304269457725,0.163969866074178,-0.536259674115938,0.591779096523774,0.891073594894247,"GPAM"
"ENSG00000075239",732.351235839453,-0.0301637565120316,0.102602186637798,-0.293987462650426,0.768767483630838,0.950322257506306,"ACAT1"
"ENSG00000169710",3622.77503465525,0.0505178385624136,0.199820216031033,0.252816454540155,0.800410051789144,0.95983291882391,"FASN"
"ENSG00000072310",960.241082641949,-0.0153196341640202,0.224437156150171,-0.0682580122952985,0.945580247470909,0.991799584168738,"SREBF1"
