"gene_id","log2FoldChange","AveExpr","t","pvalue","padj","B","gene_symbol"
"ENSG00000075239",-0.344429333951574,5.74324905047804,-3.2114153663982,0.00179799399903007,0.0162661357890926,-1.3970034886495,"ACAT1"
"ENSG00000278540",-0.291679574269174,7.72227354980848,-3.14533603330483,0.0022092258415635,0.0181061877665981,-1.55062733072109,"ACACA"
"ENSG00000112972",-0.627309257368895,6.43593415167649,-3.10302093390052,0.00251688195035043,0.0193726716331797,-1.68892352947624,"HMGCS1"
"ENSG00000204310",-0.478615078050948,3.98711334040907,-2.5521434752887,0.0122850302793354,0.0466855074724345,-3.01022052282902,"AGPAT1"
"ENSG00000198911",-0.248010045935504,7.95431057261552,-2.33170906143691,0.0218082150031917,0.0674858083685828,-3.49801450673955,"SREBF2"
"ENSG00000134324",-0.15092798113561,7.03301162269117,-2.3027763036147,0.0234522080208868,0.0708492640904113,-3.5823027186413,"LPIN1"
"ENSG00000119927",-0.118849772168886,6.20699001447852,-1.05536188361617,0.293910495718055,0.428748554492198,-5.53802885953996,"GPAM"
"ENSG00000064687",0.167548940961623,4.39948641826748,0.998326241356216,0.32063271833342,0.456336289516327,-5.58367888781667,"ABCA7"
"ENSG00000165029",0.118765527386992,6.41909723722471,0.930479775807455,0.354458367377313,0.490908486941156,-5.64490945737757,"ABCA1"
"ENSG00000072310",0.156545038808972,6.30657896791085,0.875866132057709,0.383290651677985,0.519088861942833,-5.69409251391684,"SREBF1"
"ENSG00000169710",-0.100510430529544,8.20709945991651,-0.818636236744772,0.415022924129538,0.549518239400063,-5.67554068796419,"FASN"
"ENSG00000147872",-0.0949234498476828,3.76066086684447,-0.413857635126989,0.679902171236851,0.775067821563028,-5.9152390517855,"PLIN2"
"ENSG00000110090",-0.0496811800061447,5.75155826244138,-0.405265949120601,0.686184397384875,0.779639046716653,-5.99732049598233,"CPT1A"
"ENSG00000185000",-0.0432598204913877,4.25762082339505,-0.39088812592698,0.696746684355706,0.78826420053691,-5.96835701940257,"DGAT1"
"ENSG00000177666",0.0147831685477411,3.97328826881815,0.105560676678469,0.91615133779394,0.946414886485492,-6.01789874953124,"PNPLA2"
