"gene_id","log2FoldChange","AveExpr","t","pvalue","padj","B"
"ENSG00000196323",-0.874597618420903,7.44529814974823,-3.92782380779961,0.00022687855264599,0.938789208771922,-4.1467531617767
"ENSG00000261069",-5.40246963662956,5.45555110466931,-3.69744319523761,0.000478921622618235,0.938789208771922,-4.50092535882572
"ENSG00000228010",-2.49830804074959,0.0821160163507406,-3.4821085110644,0.000942486895642368,0.938789208771922,-4.52950488445332
"ENSG00000112029",-2.28990612110157,1.5244111817738,-3.47959569219014,0.000949840119640863,0.938789208771922,-4.52927962041147
"ENSG00000260300",1.91592815612695,0.213673122750904,3.34689538601527,0.00142558112567745,0.938789208771922,-4.4633345806181
"ENSG00000127957",0.988512649954993,3.01967924096403,3.3291642440094,0.00150406675890693,0.938789208771922,-4.35608195959758
"ENSG00000279762",1.29884047416356,1.88809030173483,3.30773018218436,0.00160439369227338,0.938789208771922,-4.41223202896159
"ENSG00000145332",-0.795966462175228,5.73589821304018,-3.24245168898032,0.00195025866030919,0.938789208771922,-4.30669642525574
"ENSG00000212384",-4.09385084533318,0.0455183336296868,-3.23721810315243,0.00198083405090228,0.938789208771922,-4.5379091668727
"ENSG00000186523",1.7394073354893,2.39647819101533,3.21349468797165,0.00212517301533857,0.938789208771922,-4.36934377218739
"ENSG00000137860",2.75342252378335,0.547679340715247,3.18960965543066,0.00228044384251716,0.938789208771922,-4.41917869482177
"ENSG00000241014",1.709610284516,1.26248562167071,3.17859464809258,0.00235558481993575,0.938789208771922,-4.43573750796042
"ENSG00000210082",4.63006288026936,10.9775218906326,3.16304695427847,0.0024656097699655,0.938789208771922,-4.43523040106102
"ENSG00000197536",0.958602520659055,3.76076109410031,3.14418358749478,0.00260557155626916,0.938789208771922,-4.34023194891888
"ENSG00000186660",-0.797808840396474,6.517674710375,-3.1418055193181,0.00262373578122654,0.938789208771922,-4.30035174106886
"ENSG00000232871",1.93295140059173,0.181683317414902,3.09018804165162,0.00304847704000072,0.938789208771922,-4.48214210166026
"ENSG00000166546",1.12955251566185,2.84704181640604,3.08068050226979,0.00313340990318004,0.938789208771922,-4.39324330323909
"ENSG00000163320",-0.874528335623452,6.78291197769992,-3.07634002644472,0.00317291523320642,0.938789208771922,-4.31020118581754
"ENSG00000110321",-0.744057496464409,9.07887037749407,-3.05078592112588,0.00341509473045861,0.938789208771922,-4.34641232338367
"ENSG00000165156",-0.617413391048462,6.87790253950659,-3.04954527556296,0.00342728081317846,0.938789208771922,-4.3135358493154
"ENSG00000265298",1.02428184748863,2.27077826075301,3.04873389986114,0.00343527238601657,0.938789208771922,-4.43245164203367
"ENSG00000225963",-1.84332417460458,0.680565161576769,-3.02225292982298,0.00370584178579099,0.938789208771922,-4.54496094397739
"ENSG00000153879",-0.947000193205835,5.565957375936,-3.01738876554134,0.00375765202371261,0.938789208771922,-4.36048949894215
"ENSG00000151461",-0.721512074382158,6.12905752690505,-3.01672312911792,0.0037647942756891,0.938789208771922,-4.32936715142971
"ENSG00000255974",1.55718401411108,1.32039945972272,3.00358084998284,0.00390842699145971,0.938789208771922,-4.45907869828187
"ENSG00000242294",1.43219108451038,2.86474581989024,2.99673043178579,0.00398530348601779,0.938789208771922,-4.38802920736676
"ENSG00000103044",1.11148899887536,1.69467867345285,2.99056470481248,0.00405569771892055,0.938789208771922,-4.46096466879579
"ENSG00000178297",1.53396172994305,0.808711354901328,2.98310894232133,0.00414236578975227,0.938789208771922,-4.48072369567152
"ENSG00000267708",1.51615559396546,0.476627964334993,2.98016652824623,0.00417704109426256,0.938789208771922,-4.4911645207326
"ENSG00000157017",1.41468481118076,1.2938613415877,2.97523596368969,0.00423575196136475,0.938789208771922,-4.46966522752979
"ENSG00000267160",-3.73754983916523,-0.232111261879497,-2.96314910068041,0.00438293868375844,0.938789208771922,-4.54706010212821
